21,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 第3話タイトルページ「はじめてのClaude Code」。ミサキが自宅のデスクでPCの前に緊張した面持ちで座っている。PC画面にはZoom通話が映り、タクヤが笑顔で手を振っている。部屋は明るく、窓から光が差し込む。 セリフ: ［ミサキ］の吹き出しに「いよいよですね…」 セリフ: ［タクヤ］の吹き出しに「大丈夫、一緒にやろう」 オノマトペ: ドキドキ"
22,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): Zoom画面越しにタクヤが自信を持って説明している。 セリフ: ［タクヤ］の吹き出しに「Claude Codeを使いましょう」 オノマトペ: なし
2コマ目 (中段): ミサキが不安そうな顔でPC画面を見ている。【困惑】の表情。 セリフ: ［ミサキ］の吹き出しに「プログラミングできないと…」 オノマトペ: なし
3コマ目 (下段): タクヤが手を横に振りながら笑顔で否定している。 セリフ: ［タクヤ］の吹き出しに「日本語で話しかけるだけ」 オノマトペ: なし"
23,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマの3コマ構成（読み順: 上→下右→下左）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキがPC画面に映る黒いCLI画面（ターミナル）を見て青ざめている。【恐怖】の表情。 セリフ: ［ミサキ］の吹き出しに「無理です…」 オノマトペ: ガーン
2コマ目 (下右): タクヤがZoom越しにデスクトップアプリ版の画面を共有して見せている。UIが明るくモダンなデザイン。 セリフ: ［タクヤ］の吹き出しに「こっちのアプリ版なら」 オノマトペ: なし
3コマ目 (下左): ミサキが画面を見て目を輝かせている。【安心・喜び】の表情。 セリフ: ［ミサキ］の吹き出しに「普通のアプリみたい！」 オノマトペ: パァッ"
24,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが不安そうにキーボードの上で手を止めている。 セリフ: ［ミサキ］の吹き出しに「英語じゃないとダメ？」 オノマトペ: なし
2コマ目 (中段): ミサキが日本語でClaude Codeに入力している。PC画面に日本語のテキストが表示されている。 セリフ: なし オノマトペ: カタカタ
3コマ目 (下段): PC画面に日本語の返答が表示され、ミサキが目を見開いて驚いている。【驚き・感動】の表情。 セリフ: ［ミサキ］の吹き出しに「日本語だ！」 オノマトペ: ピカーン"
25,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ7: 上左右2コマ+下1コマの3コマ構成（読み順: 上右→上左→下）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上右): 回想シーン。タクヤがCLI画面に向かって必死にタイピングしている過去の姿。汗をかいている。 セリフ: ［タクヤ］の吹き出しに「昔は全部CLIでやってた」 オノマトペ: カタカタカタ
2コマ目 (上左): タクヤがIDE（VSCode）にClaude Code拡張機能が入った画面を発見して驚いている。 セリフ: ［タクヤ］の吹き出しに「拡張機能があったのか！」 オノマトペ: ハッ
3コマ目 (下): 現在のタクヤがZoom越しに苦笑いしながらミサキに語りかけている。 セリフ: ［タクヤ］の吹き出しに「知ってれば時間短縮できた」 オノマトペ: なし"
26,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ2: 上下均等2分割の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): タクヤがZoom越しに真剣な表情で人差し指を立てて語っている。背景に「言語化」の文字が大きく浮かぶ演出。 セリフ: ［タクヤ］の吹き出しに「一番大事なのは言語化」 オノマトペ: なし
2コマ目 (下): タクヤがバツ印のジェスチャーをしている。ミサキがメモを取りながら真剣に聞いている。 セリフ: ［タクヤ］の吹き出しに「いい感じにしてじゃダメ」 オノマトペ: なし"
27,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。
◆【コマ構成】テンプレ5: 上中下3段の3コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが少し恥ずかしそうに、でも決意を込めて話している。 セリフ: ［ミサキ］の吹き出しに「育児のこと…Instagramで発信したい」 オノマトペ: なし
2コマ目 (中段): ミサキがPC画面に向かって具体的に入力している。画面には「ターゲット：0〜1歳児のママ、テーマ：夜泣き対策、トーン：共感型」のようなテキストが見える。 セリフ: なし オノマトペ: カタカタ
3コマ目 (下段): PC画面にAIからの提案が表示されている。アカウント名やプロフィール案が並んでいる。ミサキが画面を食い入るように見ている。 セリフ: ［ミサキ］の吹き出しに「すごい…具体的！」 オノマトペ: なし"
28,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。
◆【コマ構成】テンプレ4: 上大・下小の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): PC画面にAIが生成したInstagramアカウントの提案が大きく表示されている。プロフィール文、投稿テーマ案、ハッシュタグ案などが整然と並ぶ。ミサキが画面に手を当てて感動している。【感動】の表情。 セリフ: ［ミサキ］の吹き出しに「私が考えたみたい！」 オノマトペ: ジーン
2コマ目 (下・小): ミサキが両手を胸の前で握りしめ、目をキラキラさせている。 セリフ: ［ミサキ］の吹き出しに「これならできるかも」 オノマトペ: なし"
29,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン、黒縁メガネ。
◆【コマ構成】テンプレ3: 上小・下大の2コマ構成
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): 隣の部屋からユウくん（赤ちゃん）の泣き声が聞こえてくる。ミサキが振り返る。 セリフ: なし オノマトペ: オギャー
2コマ目 (下・大): Zoom画面のタクヤが優しく微笑んでいる。ミサキが申し訳なさそうにしつつも笑顔を見せている。 セリフ: ［タクヤ］の吹き出しに「自分のペースでいいよ」 セリフ: ［ミサキ］の吹き出しに「ありがとうございます！」 オノマトペ: なし"
30,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): ミサキがユウくん（赤ちゃん）を優しく抱きかかえている。窓から夕日のオレンジ色の光が差し込み、二人を温かく照らしている。ミサキは【希望】に満ちた穏やかな笑顔。背景にPCの画面がうっすら見える。 セリフ: ［ミサキ］の吹き出しに「ママ、ちょっとだけ変わるかもね」 オノマトペ: なし"
